EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 19-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
18852,BOLNA                                   ,NO,+66:29:35,+015:14:21,  549
18853,KOPPANG - OEYSET                        ,NO,+61:37:00,+010:54:00,  303
18854,FILEFJELL - GROVSTOELEN                 ,NO,+61:11:35,+008:14:24,  910
18855,SAETER I KVIKNE                         ,NO,+62:36:54,+010:14:34,  543
18857,SELBU - BOGSTAD                         ,NO,+63:11:27,+011:05:15,  181
18858,SIRDAL - TJOERHOM                       ,NO,+58:53:15,+006:50:54,  500
18859,HATTFJELLDAL IV                         ,NO,+65:36:36,+014:01:18,  380
18860,HAUGASTOEL                              ,NO,+60:30:38,+007:52:21,  988
18861,MERAKER II                              ,NO,+63:25:22,+011:45:37,  218
18862,LYNGSEIDET IV                           ,NO,+69:34:00,+020:13:59,    3
18863,NORDFJORDEID                            ,NO,+61:55:41,+006:06:00,   71
18864,HOEYLANDET                              ,NO,+64:36:14,+012:16:03,   22
18865,SKIBOTN                                 ,NO,+69:22:40,+020:18:09,   46
18866,HORNSET                                 ,NO,+61:47:53,+011:08:12,  278
18867,GULLFJELL - OSAVANN                     ,NO,+60:23:08,+005:31:24,  410
18868,OERLAND II                              ,NO,+63:40:59,+009:36:00,   12
18869,LILLEHAMMER III                         ,NO,+61:04:50,+010:28:32,  271
18870,LESJA - NORDERHUS                       ,NO,+62:07:44,+008:43:01,  572
18871,SOERNESSET                              ,NO,+61:53:12,+010:09:12,  739
18872,VOSS II                                 ,NO,+60:37:39,+006:25:31,   61
18873,OFFERSOEY II                            ,NO,+68:18:41,+015:38:29,   20
18874,MOSJOEEN - ASBYEN                       ,NO,+65:50:51,+013:12:10,   14
18875,SANDSOEY I SENJA III                    ,NO,+68:56:31,+016:40:37,   45
18876,DALEN I TELEMARK II                     ,NO,+59:26:43,+007:59:52,   77
18877,MO I RANA II                            ,NO,+66:19:40,+014:10:22,   25
18878,ROED I RADE                             ,NO,+59:20:25,+010:53:42,   34
18879,BRATA                                   ,NO,+61:54:24,+007:51:36,  712
18880,VINJEOERA III                           ,NO,+63:12:25,+008:59:45,   47
18881,DAGALI - FAGERLUND                      ,NO,+60:25:00,+008:27:11,  871
18882,REIMEGREND                              ,NO,+60:41:06,+006:44:35,  590
18883,HAUKELISETER BROEYTESTASJON             ,NO,+59:49:08,+007:12:33, 1019
18884,BOE I VESTERALEN                        ,NO,+68:37:13,+014:27:02,    7
18885,SIKKILSDAL                              ,NO,+61:29:11,+009:02:08, 1015
18886,HOVDEN                                  ,NO,+59:33:12,+007:21:34,  765
18887,SELBU - STUBBE                          ,NO,+63:12:20,+011:07:03,  242
18888,VINSTRA - SOLSTAD                       ,NO,+61:35:13,+009:47:02,  249
18889,STABBURSDALEN                           ,NO,+70:03:00,+024:58:14,   26
18890,FOERDE I SUNNFJORD                      ,NO,+61:27:14,+005:51:38,    3
18891,OPPDAL - MYRHAUGEN                      ,NO,+62:39:43,+009:49:17,  668
18892,EVENSTAD - OEVERENGET                   ,NO,+61:24:19,+011:08:35,  255
18893,TRYSIL - INNBYGDA                       ,NO,+61:18:50,+012:16:00,  360
18894,EIDFJORD - BU                           ,NO,+60:28:01,+006:51:38,  117
18895,DRAMMEN - MARIENLYST                    ,NO,+59:44:13,+010:12:06,    3
18896,SLAGENTANGEN II                         ,NO,+59:19:00,+010:31:00,    3
18897,FORTUN                                  ,NO,+61:30:06,+007:41:47,   27
18899,GODAL                                   ,NO,+59:27:20,+009:32:00,  475
18900,BUGOEYFJORD KRO                         ,NO,+69:51:29,+029:22:00,    5
18901,JELOEY                                  ,NO,+59:26:18,+010:35:38,   12
18902,TINGVOLL                                ,NO,+62:49:59,+008:18:01,   51
18903,BODOE LUFTHAVN TEST                     ,NO,+67:16:01,+014:21:32,   11
18904,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,   23
18905,SULDAL - MO                             ,NO,+59:27:42,+006:25:00,   58
18907,FINNOEY I HAMAROEY                      ,NO,+68:00:02,+015:36:34,   53
18908,TONSTAD                                 ,NO,+58:40:01,+006:42:27,   57
18909,LITLOEY FYR                             ,NO,+68:35:35,+014:18:37,   30
18911,TENNEVOLL                               ,NO,+68:43:59,+017:48:00,   22
18912,HVAM                                    ,NO,+60:06:09,+011:23:06,  162
18913,ALTA AERADIO                            ,NO,+69:58:17,+023:21:30,   62
18914,NORDREISA                               ,NO,+69:44:27,+021:01:24,    1
18915,OTTASEN                                 ,NO,+61:45:24,+011:08:40,  459
18916,LEVANGER - EGGEN                        ,NO,+63:43:00,+011:13:59,   95
18917,BJOERNEVATN                             ,NO,+69:37:14,+030:00:25,  180
18919,BUSKERUD                                ,NO,+59:52:53,+009:53:26,   58
18921,OMASTRAND                               ,NO,+60:13:00,+005:59:00,    2
18922,BERKAK II                               ,NO,+62:49:36,+010:00:38,  441
18923,GEILO - STRAND                          ,NO,+60:31:45,+008:12:42,  768
18924,AMI                                     ,NO,+71:30:00,+019:00:00,    0
18925,BOEVERDAL - SLETTEN                     ,NO,+61:42:55,+008:19:46,  594
18926,SLIRA                                   ,NO,+60:36:51,+007:25:04, 1300
18928,GJERMUNDNES                             ,NO,+62:37:27,+007:10:13,   49
18929,GIBOSTAD                                ,NO,+69:21:14,+018:04:30,   12
18930,SKUDENES                                ,NO,+59:08:58,+005:15:38,    7
18931,FJAERLAND                               ,NO,+61:25:59,+006:46:00,    5
18932,REBBENESOEY - GRAHAUGEN                 ,NO,+69:59:58,+018:42:19,  174
18933,BERLEVAG - BAKKETUN                     ,NO,+70:52:03,+029:05:18,   12
18934,NAMDALSEID - VENGSTAD                   ,NO,+64:11:48,+011:14:06,  120
18935,FISTER - TOENNEVIK                      ,NO,+59:09:36,+006:02:11,   50
18936,KINN                                    ,NO,+61:33:51,+004:47:26,   10
18937,BEITOSTOELEN                            ,NO,+61:13:59,+008:55:59,  822
18938,NARVIK III                              ,NO,+68:28:10,+017:29:53,   17
18939,SENJA - LAUKHELLA                       ,NO,+69:14:03,+017:54:02,    9
18940,MAGNOR                                  ,NO,+59:58:01,+012:12:38,  154
18941,EGNERFJELL                              ,NO,+60:03:33,+011:16:09,  247
18942,HAREID - GRIMSTAD                       ,NO,+62:22:05,+006:00:07,   26
18943,HOF-EIKENES                             ,NO,+59:29:18,+010:05:58,  200
18944,BERGLIGREND TEST                        ,NO,+59:53:11,+009:03:29,  514
18945,EIDSBERG II                             ,NO,+59:30:03,+011:16:59,  141
18946,KARPBUKT II                             ,NO,+69:39:51,+030:23:12,   12
18947,HALVMANEOEYA                            ,SJ,+77:19:00,+023:10:59,   10
18948,KALNES                                  ,NO,+59:18:55,+011:02:56,   56
18949,SKIBOTN - FOSSBAKK                      ,NO,+69:22:05,+020:16:05,    5
18950,VOSS - TVILDE                           ,NO,+60:38:16,+006:27:06,  121
18951,EKKEROEY                                ,NO,+70:04:41,+030:05:48,    6
18952,SKAFSA                                  ,NO,+59:21:51,+008:03:12,  400
18953,SKODJE                                  ,NO,+62:30:00,+006:40:59,   26
18954,HJELVIK - MYRBOE                        ,NO,+62:36:30,+007:13:45,   35
18955,FINSE                                   ,NO,+60:36:09,+007:30:15, 1223
18956,GJEILO I SKJAK                          ,NO,+61:52:27,+008:26:26,  378
18957,TINNOSDAMMEN                            ,NO,+59:43:26,+009:01:27,  191
18958,LILLEHAMMER II                          ,NO,+61:05:44,+010:28:27,  226
18959,HUSTAD - NERLAND                        ,NO,+62:58:59,+007:07:00,   16
18960,EVENSKJER                               ,NO,+68:35:00,+016:34:09,    7
18961,YTTEREN I RANA                          ,NO,+66:20:30,+014:07:40,   20
18963,LEIRAMO                                 ,NO,+66:45:41,+014:34:24,  217
18964,MANDAL II                               ,NO,+58:02:51,+007:26:49,  138
18965,SKATTOERA                               ,NO,+69:41:48,+019:01:14,   14
18966,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,   58
18967,VERDAL - SUL                            ,NO,+63:39:55,+012:00:00,  245
18968,OPPDAL - BJOERKE                        ,NO,+62:36:12,+009:41:00,  625
18969,RENNESOEY - GALTA                       ,NO,+59:07:59,+005:36:20,   19
18970,HOELAND - FOSSER                        ,NO,+59:48:43,+011:28:36,  152
18971,FLATNESET                               ,NO,+69:25:27,+017:18:47,   60
18972,OEVERBYGD                               ,NO,+69:01:04,+019:16:49,   78
18973,VALLERSUND                              ,NO,+63:51:00,+009:43:59,    4
18974,MAKEROEY                                ,NO,+59:09:28,+010:26:25,   43
18975,MAJAVATN II                             ,NO,+65:08:15,+013:21:06,  322
18976,ALVDAL                                  ,NO,+62:01:40,+010:48:06,  485
18977,KISTRAND                                ,NO,+70:26:40,+025:12:47,   12
18978,STOKKE                                  ,NO,+59:13:59,+010:16:59,   76
18979,TROMSOE I                               ,NO,+69:39:06,+018:57:00,   38
18980,AURSJOEEN                               ,NO,+62:24:24,+008:32:20,  869
18981,BERKAK                                  ,NO,+62:49:42,+010:00:33,  424
18982,EVENSTAD - SVEA                         ,NO,+61:26:02,+011:04:36,  264
18983,ULLENSVANG - HELLELAND                  ,NO,+60:20:11,+006:39:33,   72
18984,FAUSKE - VETEN                          ,NO,+67:14:16,+015:18:14,  165
18985,KVAMSKOGEN                              ,NO,+60:23:35,+005:54:47,  408
18986,MELDAL - MUAN                           ,NO,+63:01:36,+009:42:59,  140
18987,LOEN                                    ,NO,+61:52:22,+006:51:24,   39
18988,FLUBERG - ROEEN                         ,NO,+60:47:12,+010:12:10,  159
18989,ROEST III                               ,NO,+67:31:30,+012:06:14,    4
18990,FOERDE - VIE                            ,NO,+61:27:02,+005:53:03,   11
18991,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:30,   41
18992,ORKDAL - OEYUM                          ,NO,+63:12:18,+009:47:18,   22
18993,DAGALI II                               ,NO,+60:24:41,+008:26:39,  828
18994,HINDSETER                               ,NO,+61:37:00,+008:58:00,  896
18995,DOMBESTEIN                              ,NO,+61:53:25,+005:38:35,   33
18996,SALTFJELL - STOEDI                      ,NO,+66:34:11,+015:20:29,  685
18997,VORMSUND                                ,NO,+60:09:32,+011:25:36,  152
18998,KRISTIANSUND N                          ,NO,+63:06:37,+007:45:06,   48
18999,OEYFJELL I TELEMARK                     ,NO,+59:37:42,+008:15:33,  803
19001,ANDOEYA LH - TEST                       ,NO,+69:15:47,+016:10:48,   13
19002,SANDE - VALLE                           ,NO,+59:35:12,+010:11:30,   10
19003,LONGYEARBYEN                            ,SJ,+78:13:21,+015:37:30,   37
19004,RANA - BASMOEN                          ,NO,+66:19:54,+014:06:07,   40
19005,VATNAHALSEN                             ,NO,+60:44:40,+007:08:11,  760
19006,BROENNOEYSUND                           ,NO,+65:28:00,+012:12:00,    4
19007,ROEST                                   ,NO,+67:30:21,+012:04:08,    8
19008,KLETKOVFJELL                            ,NO,+67:10:09,+015:01:48,  820
19009,SAELI I                                 ,NO,+59:32:48,+008:25:14,  594
19010,KONSMO - EIKELAND                       ,NO,+58:15:00,+007:19:00,  260
19011,FUGLOEYKALVEN FYR                       ,NO,+70:19:00,+020:09:18,   37
19012,NAMDALSEID - BOEGSET                    ,NO,+64:12:35,+011:12:07,   85
19013,HAUGASTOEL II                           ,NO,+60:31:06,+007:49:30,  996
19014,BJAEN                                   ,NO,+59:38:25,+007:26:25,  901
19015,VINGER                                  ,NO,+60:13:10,+012:01:41,  175
19016,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,   25
19017,BERKAK - LYNGHOLT                       ,NO,+62:49:22,+010:01:12,  475
19018,SANDSOEY I SENJA II                     ,NO,+68:57:11,+016:39:23,   14
19019,HYLSFJORDEN                             ,NO,+59:32:43,+006:21:41,   15
19020,OEVRE JERVAN                            ,NO,+63:20:35,+010:39:11,  176
19021,MO I RANA                               ,NO,+66:18:29,+014:08:15,    8
19022,OESTFOLDTOPPEN                          ,NO,+59:37:59,+011:21:00,  290
19023,SELBU                                   ,NO,+63:12:20,+011:06:39,  197
19024,SUNNDAL                                 ,NO,+62:33:00,+009:06:00,  195
19025,FIPLINGVATN                             ,NO,+65:17:33,+013:32:00,  370
19026,TYNSET - STOEEN                         ,NO,+62:18:07,+010:50:54,  483
19027,SVENNINGDAL                             ,NO,+65:26:29,+013:23:56,  121
19028,HATTFJELLDAL III                        ,NO,+65:35:47,+013:58:48,  221
19029,TINGVOLL - HANEM                        ,NO,+62:50:26,+008:17:53,   69
19030,YTTERHOLMEN FYR                         ,NO,+66:00:50,+011:41:21,   30
19031,OFFERSOEY                               ,NO,+68:19:37,+015:37:21,   16
19032,OPPSTRYN                                ,NO,+61:55:55,+007:13:28,  201
19033,GRIMSTAD                                ,NO,+58:20:27,+008:36:00,    7
19034,LYNGDAL I NUMEDAL                       ,NO,+59:54:30,+009:31:24,  288
19035,ELVESETER                               ,NO,+61:42:02,+008:16:58,  674
19036,GREEN HARBOUR                           ,SJ,+78:02:56,+014:14:53,    4
19037,SUSENDAL - BJORMO                       ,NO,+65:30:42,+014:01:18,  265
19038,MANDAL                                  ,NO,+58:01:42,+007:27:34,    6
19039,FISTER                                  ,NO,+59:10:36,+006:04:05,    1
19040,TYNSET                                  ,NO,+62:17:45,+010:44:13,  483
19041,SKUDENES III                            ,NO,+59:08:47,+005:15:00,   10
19042,NORD-LENANGEN                           ,NO,+69:54:42,+020:09:18,   23
19043,SOLVAER - SLENESET                      ,NO,+66:21:59,+012:36:55,    6
19044,STORVOLL                                ,NO,+66:30:16,+014:54:27,  158
19045,SALTDAL                                 ,NO,+66:50:53,+015:18:51,   81
19046,BARDUFOSS - TEST                        ,NO,+69:03:32,+018:32:25,   76
19047,ROEVASSDALEN                            ,NO,+66:27:29,+014:18:34,   56
19048,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,   31
19049,SENJA - GRASMYRSKOGEN                   ,NO,+69:17:38,+017:46:44,   50
19050,JOMFRULAND FYR                          ,NO,+58:51:55,+009:35:51,   12
19051,VINJEOERA II                            ,NO,+63:12:24,+008:59:27,    9
19052,HYLESTAD - BROKKE                       ,NO,+59:06:24,+007:29:27,  443
19053,BORKENES                                ,NO,+68:46:18,+016:11:15,   36
19054,FOERDE - TEFRE                          ,NO,+61:27:52,+005:55:15,   64
19055,HJELVIK I ROMSDAL                       ,NO,+62:36:57,+007:12:38,   21
19056,FORNEBU                                 ,NO,+59:53:34,+010:36:56,   10
19057,STUGUSJOE I TYDAL                       ,NO,+62:54:32,+011:53:42,  630
19058,LEKA                                    ,NO,+65:05:51,+011:42:07,   47
19059,AUST-TORPA II                           ,NO,+60:56:30,+010:07:14,  485
19060,VERDALSOERA                             ,NO,+63:47:27,+011:30:02,    7
19061,EGGEMOEN                                ,NO,+60:12:00,+010:19:00,  192
19062,LAERDAL - TOENJUM                       ,NO,+61:03:42,+007:31:00,   36
19064,SULSTUA                                 ,NO,+63:39:50,+012:00:21,  251
19065,OEVRE TESSA                             ,NO,+61:49:17,+008:57:33,  746
19066,HYWIND                                  ,NO,+59:16:59,+005:15:00,-9999
19068,MODALEN                                 ,NO,+60:50:17,+005:55:59,  104
19069,SANDNESSJOEEN - SOERRA                  ,NO,+65:58:50,+012:34:19,   75
19070,OEVRE SALTDAL                           ,NO,+66:58:29,+015:18:10,   26
19072,LOPPA                                   ,NO,+70:20:04,+021:27:10,   10
19073,GEILO II                                ,NO,+60:32:04,+008:12:23,  794
19074,BUSNES                                  ,NO,+59:48:37,+008:59:11,  325
19075,TYINKRYSSET                             ,NO,+61:12:06,+008:14:15,  864
19076,VEFALL I DRANGEDAL                      ,NO,+59:00:00,+009:13:00,   67
19077,SKALMEN FYR                             ,NO,+63:28:01,+007:45:29,   13
19078,EIDANGER                                ,NO,+59:07:28,+009:41:54,   39
19079,FAUSKE                                  ,NO,+67:15:00,+015:22:59,   14
19080,SVARTTANGEN                             ,SJ,+77:31:44,+020:49:48,   20
19081,KVESMENES - RYENG                       ,NO,+69:15:29,+019:59:00,   37
19082,LOEN - RAUDI                            ,NO,+61:48:51,+006:59:35,   62
19085,LESJAVERK                               ,NO,+62:11:21,+008:32:38,  621
19086,YTRE RENDAL II                          ,NO,+61:41:08,+011:11:44,  253
19087,SULITJELMA GRUBER                       ,NO,+67:07:59,+016:04:59,  128
19088,HARRAN                                  ,NO,+64:35:12,+012:30:43,  118
19089,STUGUSJOE - FLATEN                      ,NO,+62:53:44,+011:52:32,  629
19090,DYSTERUD                                ,NO,+60:12:00,+011:34:59,  136
